Sample 1
4/14/2024 5:07 PM
Wavelength (nm)	10mm Absorbance
567.0	-0.018
567.5	-0.018
568.0	-0.020
568.5	-0.021
569.0	-0.016
569.5	0.000
570.0	0.007
570.5	0.008
571.0	0.007
571.5	0.007
572.0	0.006
572.5	0.000
573.0	-0.012
573.5	-0.021
574.0	-0.025
574.5	-0.030
575.0	-0.039
575.5	-0.040
576.0	-0.034
576.5	-0.021
577.0	-0.011
577.5	-0.006
578.0	-0.001
578.5	-0.003
579.0	-0.016
579.5	-0.025
580.0	-0.027
580.5	-0.022
581.0	-0.011
581.5	-0.007
582.0	-0.007
582.5	-0.012
583.0	-0.019
583.5	-0.026
584.0	-0.039
584.5	-0.041
585.0	-0.038
585.5	-0.030
586.0	-0.019
586.5	-0.010
587.0	-0.005
587.5	-0.004
588.0	0.000
588.5	-0.003
589.0	-0.010
589.5	-0.017
590.0	-0.025
590.5	-0.027
591.0	-0.021
591.5	-0.014
592.0	-0.010
592.5	-0.007
593.0	-0.006
593.5	-0.010
594.0	-0.015
594.5	-0.015
595.0	-0.012
595.5	-0.011
596.0	-0.007
596.5	-0.005
597.0	-0.006
597.5	-0.012
598.0	-0.016
598.5	-0.018
599.0	-0.023
599.5	-0.021
600.0	-0.022
600.5	-0.028
601.0	-0.030
601.5	-0.027
602.0	-0.021
602.5	-0.009
603.0	0.002
603.5	0.005
604.0	0.001
604.5	-0.005
605.0	-0.013
605.5	-0.022
606.0	-0.024
606.5	-0.025
607.0	-0.019
607.5	-0.010
608.0	-0.008
608.5	-0.011
609.0	-0.013
609.5	-0.015
610.0	-0.016
610.5	-0.016
611.0	-0.012
611.5	-0.014
612.0	-0.017
612.5	-0.023
613.0	-0.030
613.5	-0.034
614.0	-0.032
614.5	-0.024
615.0	-0.017
615.5	-0.019
616.0	-0.020
616.5	-0.027
617.0	-0.033
617.5	-0.033
618.0	-0.034
618.5	-0.040
619.0	-0.032
619.5	-0.018
620.0	-0.007
620.5	-0.003
621.0	-0.005
621.5	-0.010
622.0	-0.008
622.5	-0.004
623.0	-0.005
623.5	-0.019
624.0	-0.025
624.5	-0.027
625.0	-0.026
625.5	-0.028
626.0	-0.034
626.5	-0.039
627.0	-0.039
627.5	-0.034
628.0	-0.030
628.5	-0.032
629.0	-0.030
629.5	-0.021
630.0	-0.008
630.5	0.001
631.0	0.007
631.5	0.009
632.0	0.010
632.5	0.009
633.0	0.006
633.5	0.001
634.0	0.004
634.5	0.000
635.0	-0.002
635.5	-0.008
636.0	-0.019
636.5	-0.027
637.0	-0.035
637.5	-0.041
638.0	-0.044
638.5	-0.041
639.0	-0.039
639.5	-0.040
640.0	-0.040
640.5	-0.035
641.0	-0.027
641.5	-0.022
642.0	-0.021
642.5	-0.019
643.0	-0.018
643.5	-0.017
644.0	-0.023
644.5	-0.029
645.0	-0.029
645.5	-0.025
646.0	-0.014
646.5	-0.004
647.0	-0.001
647.5	0.005
648.0	0.011
648.5	0.015
649.0	0.010
649.5	0.002
650.0	0.005
650.5	0.005
651.0	0.010
651.5	0.015
652.0	0.017
652.5	0.027
653.0	0.032
653.5	0.032
654.0	0.028
654.5	0.030
655.0	0.033
655.5	0.031
656.0	0.022
656.5	0.013
657.0	0.011
657.5	0.017
658.0	0.018
658.5	0.011
659.0	0.012
659.5	0.008
660.0	-0.001
660.5	-0.007
661.0	-0.016
661.5	-0.026
662.0	-0.027
662.5	-0.022
663.0	-0.015
663.5	-0.012
664.0	-0.011
664.5	-0.009
665.0	-0.016
665.5	-0.016
666.0	-0.020
666.5	-0.025
667.0	-0.025
667.5	-0.024
668.0	-0.024
668.5	-0.030
669.0	-0.036
669.5	-0.032
670.0	-0.035
670.5	-0.033
671.0	-0.037
671.5	-0.036
672.0	-0.039
672.5	-0.039
673.0	-0.042
673.5	-0.042
674.0	-0.034
674.5	-0.022
675.0	-0.011
675.5	-0.005
676.0	-0.008
676.5	-0.011
677.0	-0.019
677.5	-0.025
678.0	-0.030
678.5	-0.032
679.0	-0.029
679.5	-0.028
680.0	-0.026
680.5	-0.022
681.0	-0.020
681.5	-0.008
682.0	0.005
682.5	0.008
683.0	0.007
683.5	0.006
684.0	0.002
684.5	-0.008
685.0	-0.013
685.5	-0.019
686.0	-0.017
686.5	-0.008
687.0	-0.002
687.5	-0.002
688.0	-0.005
688.5	-0.006
689.0	-0.015
689.5	-0.025
690.0	-0.037
690.5	-0.044
691.0	-0.045
691.5	-0.039
692.0	-0.025
692.5	-0.014
693.0	-0.005
693.5	0.006
694.0	0.008
694.5	0.012
695.0	0.013
695.5	0.009
696.0	0.003
696.5	-0.002
697.0	0.001
697.5	-0.001
698.0	-0.006
698.5	-0.010
699.0	-0.023
699.5	-0.025
700.0	-0.031
700.5	-0.036
701.0	-0.035
701.5	-0.023
702.0	-0.006
702.5	0.011
703.0	0.012
703.5	0.008
704.0	-0.004
704.5	-0.004
705.0	-0.010
705.5	-0.017
706.0	-0.024
706.5	-0.022
707.0	-0.021
707.5	-0.024
708.0	-0.026
708.5	-0.029
709.0	-0.034
709.5	-0.032
710.0	-0.031
710.5	-0.040
711.0	-0.045
711.5	-0.042
712.0	-0.037
712.5	-0.044
713.0	-0.039
713.5	-0.039
714.0	-0.041
714.5	-0.041
715.0	-0.042
715.5	-0.045
716.0	-0.037
716.5	-0.025
717.0	-0.014
717.5	-0.009
718.0	0.004
718.5	0.009
719.0	0.007
719.5	0.000
720.0	-0.015
720.5	-0.027
721.0	-0.037
721.5	-0.042
722.0	-0.047
722.5	-0.053
723.0	-0.052
723.5	-0.051
724.0	-0.049
724.5	-0.043
725.0	-0.029
725.5	-0.019
726.0	-0.011
726.5	-0.008
727.0	-0.016
727.5	-0.031
728.0	-0.042
728.5	-0.059
729.0	-0.072
729.5	-0.068
730.0	-0.052
730.5	-0.034
731.0	-0.012
731.5	0.005
732.0	0.017
732.5	0.025
733.0	0.028
733.5	0.011
734.0	-0.005
734.5	-0.015
735.0	-0.031
735.5	-0.041
736.0	-0.048
736.5	-0.049
737.0	-0.048
737.5	-0.049
738.0	-0.051
738.5	-0.054
739.0	-0.048
739.5	-0.033
740.0	-0.022
740.5	-0.008
741.0	0.009
741.5	0.019
742.0	0.026
742.5	0.020
743.0	0.005
743.5	-0.006
744.0	-0.007
744.5	-0.002
745.0	0.000
745.5	-0.005
746.0	-0.009
746.5	-0.009
747.0	-0.008
747.5	-0.014
748.0	-0.021
748.5	-0.021
749.0	-0.015
749.5	-0.007
750.0	0.000
750.5	-0.006
751.0	-0.013
751.5	-0.015
752.0	-0.019
752.5	-0.024
753.0	-0.030
753.5	-0.038
754.0	-0.040
754.5	-0.047
755.0	-0.049
755.5	-0.049
756.0	-0.047
756.5	-0.037
757.0	-0.030
757.5	-0.036
758.0	-0.049
758.5	-0.068
759.0	-0.085
759.5	-0.104
760.0	-0.107
760.5	-0.097
761.0	-0.077
761.5	-0.046
762.0	-0.020
762.5	-0.006
763.0	0.008
763.5	0.013
764.0	0.013
764.5	0.006
765.0	0.006
765.5	0.012
766.0	0.022
766.5	0.031
767.0	0.030
767.5	0.020
768.0	0.015
768.5	0.002
769.0	-0.006
769.5	-0.023
770.0	-0.026
770.5	-0.015
771.0	-0.004
771.5	-0.001
772.0	0.000
772.5	-0.004
773.0	-0.001
773.5	-0.004
774.0	-0.008
774.5	-0.017
775.0	-0.017
775.5	-0.011
776.0	-0.001
776.5	0.009
777.0	0.020
777.5	0.023
778.0	0.023
778.5	0.016
779.0	-0.001
779.5	-0.009
780.0	-0.023
780.5	-0.028
781.0	-0.015
781.5	-0.006
782.0	0.001
782.5	0.011
783.0	0.022
783.5	0.030
784.0	0.030
784.5	0.030
785.0	0.017
785.5	0.004
786.0	0.002
786.5	-0.003
787.0	-0.001
787.5	0.014
788.0	0.023
788.5	0.035
789.0	0.039
789.5	0.038
790.0	0.034
790.5	0.023
791.0	0.013
791.5	-0.003
792.0	-0.016
792.5	-0.030
793.0	-0.048
793.5	-0.068
794.0	-0.084
794.5	-0.096
795.0	-0.104
795.5	-0.113
796.0	-0.126
796.5	-0.130
797.0	-0.121
797.5	-0.108
798.0	-0.091
798.5	-0.072
799.0	-0.047
799.5	-0.016
800.0	0.008
800.5	0.024
801.0	0.032
801.5	0.029
802.0	0.023
802.5	0.010
803.0	-0.008
803.5	-0.019
804.0	-0.028
804.5	-0.028
805.0	-0.019
805.5	-0.008
806.0	0.001
806.5	0.005
807.0	0.007
807.5	0.008
808.0	0.004
808.5	0.009
809.0	0.001
809.5	-0.009
810.0	-0.018
810.5	-0.022
811.0	-0.022
811.5	-0.011
812.0	-0.006
812.5	-0.003
813.0	-0.003
813.5	-0.009
814.0	-0.017
814.5	-0.025
815.0	-0.023
815.5	-0.018
816.0	0.001
816.5	0.014
817.0	0.034
817.5	0.046
818.0	0.045
818.5	0.029
819.0	0.014
819.5	-0.001
820.0	-0.014
820.5	-0.023
821.0	-0.021
821.5	-0.017
822.0	0.004
822.5	0.019
823.0	0.027
823.5	0.027
824.0	0.016
824.5	-0.003
825.0	-0.029
825.5	-0.053
826.0	-0.069
826.5	-0.066
827.0	-0.057
827.5	-0.044
828.0	-0.024
828.5	-0.007
829.0	-0.004
829.5	-0.006
830.0	-0.009
830.5	-0.007
831.0	-0.002
831.5	-0.008
832.0	-0.037
832.5	-0.066
833.0	-0.085
833.5	-0.100
834.0	-0.114
834.5	-0.118
835.0	-0.100
835.5	-0.061
836.0	-0.030
836.5	-0.017
837.0	-0.014
837.5	-0.004
838.0	0.009
838.5	0.023
839.0	0.030
839.5	0.034
840.0	0.039
840.5	0.035
841.0	0.012
841.5	-0.007
842.0	-0.025
842.5	-0.044
843.0	-0.051
843.5	-0.050
844.0	-0.035
844.5	-0.024
845.0	-0.019
845.5	-0.024
846.0	-0.034
846.5	-0.043
847.0	-0.053
847.5	-0.059
848.0	-0.077
848.5	-0.085
849.0	-0.081
849.5	-0.088
850.0	-0.081


Sample 38
4/14/2024 6:54 PM
Wavelength (nm)	10mm Absorbance
//WLCalib: Shift 	0.34000	
//WLCalib: 261S 	0.70000	
//WLCalib: 362S 	0.10000	
//WLCalib: 484S 	0.58000	
//WLCalib: 529S 	0.68000	
//WLCalib: 823S 	0.28000	
//QSpecEnd: 
190.0	3.987
190.5	3.970
191.0	4.018
191.5	4.068
192.0	4.052
192.5	3.988
193.0	3.938
193.5	3.924
194.0	3.935
194.5	3.889
195.0	3.927
195.5	3.905
196.0	3.911
196.5	3.792
197.0	3.674
197.5	3.556
198.0	3.494
198.5	3.469
199.0	3.573
199.5	3.623
200.0	3.682
200.5	3.678
201.0	3.702
201.5	3.678
202.0	3.676
202.5	3.674
203.0	3.681
203.5	3.693
204.0	3.800
204.5	3.865
205.0	3.924
205.5	3.969
206.0	3.978
206.5	3.946
207.0	3.897
207.5	3.840
208.0	3.791
208.5	3.742
209.0	3.726
209.5	3.691
210.0	3.659
210.5	3.585
211.0	3.550
211.5	3.481
212.0	3.387
212.5	3.326
213.0	3.262
213.5	3.178
214.0	3.088
214.5	2.937
215.0	2.772
215.5	2.604
216.0	2.438
216.5	2.234
217.0	2.040
217.5	1.852
218.0	1.676
218.5	1.527
219.0	1.380
219.5	1.246
220.0	1.115
220.5	0.999
221.0	0.893
221.5	0.823
222.0	0.765
222.5	0.715
223.0	0.663
223.5	0.640
224.0	0.607
224.5	0.568
225.0	0.530
225.5	0.500
226.0	0.478
226.5	0.472
227.0	0.472
227.5	0.482
228.0	0.488
228.5	0.502
229.0	0.506
229.5	0.505
230.0	0.511
230.5	0.520
231.0	0.531
231.5	0.549
232.0	0.584
232.5	0.608
233.0	0.637
233.5	0.669
234.0	0.697
234.5	0.740
235.0	0.769
235.5	0.802
236.0	0.827
236.5	0.861
237.0	0.903
237.5	0.928
238.0	0.970
238.5	1.010
239.0	1.065
239.5	1.129
240.0	1.181
240.5	1.238
241.0	1.291
241.5	1.348
242.0	1.400
242.5	1.444
243.0	1.489
243.5	1.526
244.0	1.574
244.5	1.629
245.0	1.693
245.5	1.760
246.0	1.834
246.5	1.912
247.0	1.978
247.5	2.029
248.0	2.081
248.5	2.133
249.0	2.184
249.5	2.240
250.0	2.303
250.5	2.367
251.0	2.434
251.5	2.505
252.0	2.563
252.5	2.612
253.0	2.655
253.5	2.703
254.0	2.742
254.5	2.782
255.0	2.826
255.5	2.865
256.0	2.893
256.5	2.927
257.0	2.960
257.5	2.976
258.0	2.985
258.5	2.995
259.0	2.992
259.5	2.994
260.0	3.004
260.5	2.996
261.0	2.977
261.5	2.965
262.0	2.944
262.5	2.912
263.0	2.870
263.5	2.831
264.0	2.792
264.5	2.749
265.0	2.706
265.5	2.659
266.0	2.603
266.5	2.538
267.0	2.469
267.5	2.400
268.0	2.329
268.5	2.260
269.0	2.180
269.5	2.096
270.0	2.002
270.5	1.917
271.0	1.822
271.5	1.725
272.0	1.640
272.5	1.553
273.0	1.465
273.5	1.371
274.0	1.287
274.5	1.204
275.0	1.115
275.5	1.038
276.0	0.968
276.5	0.895
277.0	0.824
277.5	0.752
278.0	0.686
278.5	0.621
279.0	0.567
279.5	0.508
280.0	0.452
280.5	0.404
281.0	0.366
281.5	0.324
282.0	0.285
282.5	0.250
283.0	0.219
283.5	0.185
284.0	0.156
284.5	0.126
285.0	0.097
285.5	0.076
286.0	0.063
286.5	0.054
287.0	0.050
287.5	0.045
288.0	0.037
288.5	0.021
289.0	0.010
289.5	-0.001
290.0	-0.013
290.5	-0.018
291.0	-0.022
291.5	-0.016
292.0	-0.012
292.5	-0.011
293.0	-0.007
293.5	-0.005
294.0	0.003
294.5	0.005
295.0	0.007
295.5	0.007
296.0	0.008
296.5	0.006
297.0	-0.002
297.5	-0.009
298.0	-0.005
298.5	-0.005
299.0	-0.001
299.5	-0.003
300.0	-0.001
300.5	0.000
301.0	0.000
301.5	-0.006
302.0	-0.008
302.5	-0.008
303.0	-0.003
303.5	-0.004
304.0	0.000
304.5	0.003
305.0	0.005
305.5	0.005
306.0	0.000
306.5	-0.002
307.0	-0.002
307.5	-0.005
308.0	-0.007
308.5	-0.008
309.0	-0.005
309.5	-0.003
310.0	-0.006
310.5	-0.007
311.0	-0.004
311.5	-0.004
312.0	-0.007
312.5	-0.006
313.0	-0.002
313.5	0.003
314.0	0.005
314.5	0.005
315.0	0.005
315.5	-0.003
316.0	-0.003
316.5	-0.012
317.0	-0.017
317.5	-0.008
318.0	0.002
318.5	0.010
319.0	0.011
319.5	0.013
320.0	0.016
320.5	0.002
321.0	-0.001
321.5	-0.006
322.0	-0.007
322.5	0.000
323.0	0.000
323.5	-0.002
324.0	-0.008
324.5	-0.011
325.0	-0.010
325.5	-0.013
326.0	-0.007
326.5	0.000
327.0	0.003
327.5	0.009
328.0	0.007
328.5	0.000
329.0	-0.005
329.5	-0.004
330.0	0.001
330.5	0.006
331.0	0.012
331.5	0.014
332.0	0.011
332.5	0.013
333.0	0.005
333.5	-0.003
334.0	-0.010
334.5	-0.021
335.0	-0.025
335.5	-0.025
336.0	-0.022
336.5	-0.019
337.0	-0.016
337.5	-0.010
338.0	-0.005
338.5	0.003
339.0	0.003
339.5	-0.002
340.0	0.001
340.5	0.002
341.0	0.005
341.5	0.002
342.0	-0.002
342.5	-0.005
343.0	-0.003
343.5	-0.002
344.0	0.001
344.5	0.003
345.0	0.005
345.5	0.006
346.0	0.005
346.5	-0.004
347.0	-0.008
347.5	-0.009
348.0	-0.004
348.5	-0.004
349.0	0.001
349.5	0.002
350.0	0.004
350.5	0.004
351.0	0.002
351.5	0.002
352.0	0.003
352.5	0.008
353.0	0.009
353.5	0.008
354.0	0.005
354.5	0.001
355.0	-0.001
355.5	-0.001
356.0	0.001
356.5	0.003
357.0	-0.001
357.5	-0.003
358.0	-0.007
358.5	-0.010
359.0	-0.013
359.5	-0.018
360.0	-0.018
360.5	-0.014
361.0	-0.010
361.5	-0.002
362.0	0.001
362.5	0.003
363.0	0.003
363.5	0.000
364.0	0.002
364.5	0.000
365.0	0.001
365.5	0.002
366.0	0.001
366.5	0.003
367.0	0.002
367.5	-0.004
368.0	-0.005
368.5	-0.006
369.0	-0.008
369.5	-0.010
370.0	-0.009
370.5	-0.006
371.0	-0.012
371.5	-0.013
372.0	-0.008
372.5	-0.012
373.0	-0.009
373.5	-0.008
374.0	-0.006
374.5	-0.007
375.0	-0.006
375.5	-0.006
376.0	-0.009
376.5	-0.007
377.0	-0.002
377.5	-0.005
378.0	-0.003
378.5	0.004
379.0	0.002
379.5	0.000
380.0	-0.001
380.5	0.002
381.0	0.005
381.5	0.004
382.0	0.005
382.5	0.000
383.0	0.000
383.5	-0.006
384.0	-0.012
384.5	-0.013
385.0	-0.009
385.5	0.002
386.0	0.012
386.5	0.019
387.0	0.018
387.5	0.013
388.0	0.013
388.5	0.005
389.0	0.008
389.5	-0.001
390.0	-0.006
390.5	-0.003
391.0	-0.004
391.5	-0.005
392.0	-0.011
392.5	-0.011
393.0	-0.011
393.5	-0.008
394.0	-0.002
394.5	-0.005
395.0	-0.008
395.5	-0.008
396.0	-0.007
396.5	-0.007
397.0	-0.007
397.5	-0.005
398.0	-0.001
398.5	0.002
399.0	0.005
399.5	0.002
400.0	0.000
400.5	-0.004
401.0	-0.001
401.5	-0.004
402.0	-0.008
402.5	-0.008
403.0	-0.004
403.5	-0.005
404.0	-0.004
404.5	-0.007
405.0	-0.007
405.5	-0.007
406.0	-0.009
406.5	-0.013
407.0	-0.019
407.5	-0.022
408.0	-0.023
408.5	-0.023
409.0	-0.019
409.5	-0.014
410.0	-0.011
410.5	-0.009
411.0	-0.009
411.5	-0.005
412.0	-0.003
412.5	-0.004
413.0	-0.002
413.5	0.000
414.0	0.001
414.5	0.004
415.0	0.005
415.5	0.005
416.0	0.008
416.5	0.010
417.0	0.007
417.5	0.001
418.0	-0.002
418.5	-0.004
419.0	-0.009
419.5	-0.011
420.0	-0.015
420.5	-0.015
421.0	-0.012
421.5	-0.009
422.0	-0.007
422.5	-0.004
423.0	-0.002
423.5	-0.001
424.0	-0.002
424.5	-0.003
425.0	-0.002
425.5	-0.001
426.0	0.002
426.5	0.007
427.0	0.010
427.5	0.008
428.0	0.002
428.5	-0.005
429.0	-0.009
429.5	-0.010
430.0	-0.011
430.5	-0.013
431.0	-0.007
431.5	-0.002
432.0	0.002
432.5	0.000
433.0	0.001
433.5	0.000
434.0	0.000
434.5	-0.001
435.0	-0.003
435.5	-0.009
436.0	-0.010
436.5	-0.011
437.0	-0.010
437.5	-0.007
438.0	-0.004
438.5	-0.005
439.0	-0.004
439.5	-0.002
440.0	-0.008
440.5	-0.016
441.0	-0.021
441.5	-0.021
442.0	-0.020
442.5	-0.018
443.0	-0.012
443.5	-0.010
444.0	-0.003
444.5	0.005
445.0	0.002
445.5	0.001
446.0	-0.003
446.5	-0.008
447.0	-0.009
447.5	-0.008
448.0	-0.005
448.5	-0.007
449.0	-0.001
449.5	0.006
450.0	0.009
450.5	0.010
451.0	0.008
451.5	0.002
452.0	0.002
452.5	0.002
453.0	0.002
453.5	0.001
454.0	0.002
454.5	0.006
455.0	0.009
455.5	0.011
456.0	0.006
456.5	0.003
457.0	-0.004
457.5	-0.004
458.0	-0.004
458.5	-0.001
459.0	-0.005
459.5	-0.002
460.0	-0.001
460.5	0.002
461.0	0.002
461.5	0.004
462.0	0.001
462.5	0.003
463.0	0.004
463.5	0.005
464.0	0.001
464.5	-0.002
465.0	-0.008
465.5	-0.014
466.0	-0.017
466.5	-0.017
467.0	-0.018
467.5	-0.018
468.0	-0.015
468.5	-0.014
469.0	-0.013
469.5	-0.011
470.0	-0.010
470.5	-0.011
471.0	-0.010
471.5	-0.008
472.0	-0.006
472.5	-0.004
473.0	0.000
473.5	-0.002
474.0	-0.005
474.5	-0.006
475.0	-0.006
475.5	-0.005
476.0	-0.006
476.5	0.001
477.0	0.007
477.5	0.012
478.0	0.017
478.5	0.011
479.0	0.006
479.5	-0.002
480.0	-0.007
480.5	-0.012
481.0	-0.018
481.5	-0.021
482.0	-0.022
482.5	-0.018
483.0	-0.014
483.5	-0.016
484.0	-0.015
484.5	-0.013
485.0	-0.007
485.5	-0.003
486.0	0.000
486.5	-0.001
487.0	0.000
487.5	0.003
488.0	0.002
488.5	0.000
489.0	-0.004
489.5	-0.010
490.0	-0.015
490.5	-0.018
491.0	-0.021
491.5	-0.027
492.0	-0.029
492.5	-0.029
493.0	-0.025
493.5	-0.016
494.0	-0.009
494.5	-0.005
495.0	0.002
495.5	0.008
496.0	0.010
496.5	0.007
497.0	0.003
497.5	0.001
498.0	0.001
498.5	0.000
499.0	-0.001
499.5	0.000
500.0	0.000
500.5	-0.002
501.0	-0.004
501.5	-0.007
502.0	-0.005
502.5	0.000
503.0	0.006
503.5	0.006
504.0	0.002
504.5	0.000
505.0	-0.006
505.5	-0.012
506.0	-0.018
506.5	-0.021
507.0	-0.021
507.5	-0.017
508.0	-0.010
508.5	-0.005
509.0	-0.004
509.5	-0.003
510.0	-0.001
510.5	-0.001
511.0	-0.002
511.5	-0.005
512.0	-0.009
512.5	-0.017
513.0	-0.018
513.5	-0.016
514.0	-0.017
514.5	-0.017
515.0	-0.014
515.5	-0.011
516.0	-0.009
516.5	-0.008
517.0	-0.010
517.5	-0.010
518.0	-0.006
518.5	-0.005
519.0	-0.003
519.5	0.005
520.0	0.009
520.5	0.013
521.0	0.013
521.5	0.008
522.0	0.002
522.5	-0.002
523.0	-0.008
523.5	-0.014
524.0	-0.014
524.5	-0.007
525.0	-0.005
525.5	-0.003
526.0	-0.001
526.5	0.000
527.0	0.002
527.5	-0.001
528.0	-0.007
528.5	-0.006
529.0	-0.005
529.5	-0.002
530.0	-0.002
530.5	-0.002
531.0	0.003
531.5	0.008
532.0	0.010
532.5	0.006
533.0	-0.001
533.5	-0.001
534.0	-0.002
534.5	-0.006
535.0	-0.008
535.5	-0.008
536.0	-0.008
536.5	-0.007
537.0	-0.011
537.5	-0.014
538.0	-0.016
538.5	-0.016
539.0	-0.013
539.5	-0.012
540.0	-0.008
540.5	-0.004
541.0	-0.002
541.5	-0.002
542.0	-0.002
542.5	0.002
543.0	0.005
543.5	0.007
544.0	0.008
544.5	0.006
545.0	0.002
545.5	-0.002
546.0	-0.009
546.5	-0.008
547.0	-0.003
547.5	0.004
548.0	0.011
548.5	0.014
549.0	0.017
549.5	0.012
550.0	0.007
550.5	0.000
551.0	-0.008
551.5	-0.008
552.0	-0.009
552.5	-0.011
553.0	-0.014
553.5	-0.018
554.0	-0.018
554.5	-0.020
555.0	-0.023
555.5	-0.020
556.0	-0.015
556.5	-0.011
557.0	-0.007
557.5	-0.003
558.0	0.000
558.5	0.002
559.0	0.000
559.5	-0.004
560.0	-0.010
560.5	-0.007
561.0	-0.003
561.5	-0.003
562.0	-0.003
562.5	-0.001
563.0	-0.001
563.5	-0.002
564.0	-0.007
564.5	-0.007
565.0	-0.013
565.5	-0.014
566.0	-0.015
566.5	-0.019
567.0	-0.023
567.5	-0.024
568.0	-0.024
568.5	-0.022
569.0	-0.014
569.5	0.003
570.0	0.007
570.5	0.010
571.0	0.009
571.5	0.006
572.0	0.005
572.5	-0.002
573.0	-0.013
573.5	-0.024
574.0	-0.026
574.5	-0.031
575.0	-0.040
575.5	-0.041
576.0	-0.037
576.5	-0.027
577.0	-0.015
577.5	-0.010
578.0	-0.008
578.5	-0.011
579.0	-0.019
579.5	-0.027
580.0	-0.029
580.5	-0.019
581.0	-0.008
581.5	-0.002
582.0	-0.003
582.5	-0.008
583.0	-0.012
583.5	-0.022
584.0	-0.032
584.5	-0.034
585.0	-0.033
585.5	-0.025
586.0	-0.015
586.5	-0.006
587.0	-0.007
587.5	-0.005
588.0	0.000
588.5	-0.002
589.0	-0.008
589.5	-0.008
590.0	-0.016
590.5	-0.019
591.0	-0.011
591.5	-0.002
592.0	-0.001
592.5	0.000
593.0	0.000
593.5	-0.003
594.0	-0.009
594.5	-0.006
595.0	-0.006
595.5	-0.005
596.0	0.000
596.5	0.004
597.0	0.001
597.5	-0.005
598.0	-0.010
598.5	-0.016
599.0	-0.021
599.5	-0.018
600.0	-0.016
600.5	-0.019
601.0	-0.023
601.5	-0.018
602.0	-0.014
602.5	-0.005
603.0	0.002
603.5	0.000
604.0	-0.001
604.5	-0.006
605.0	-0.012
605.5	-0.021
606.0	-0.025
606.5	-0.022
607.0	-0.017
607.5	-0.011
608.0	-0.007
608.5	-0.011
609.0	-0.013
609.5	-0.015
610.0	-0.017
610.5	-0.020
611.0	-0.018
611.5	-0.018
612.0	-0.022
612.5	-0.025
613.0	-0.023
613.5	-0.027
614.0	-0.022
614.5	-0.014
615.0	-0.010
615.5	-0.015
616.0	-0.020
616.5	-0.031
617.0	-0.037
617.5	-0.036
618.0	-0.035
618.5	-0.039
619.0	-0.032
619.5	-0.019
620.0	-0.012
620.5	-0.007
621.0	-0.008
621.5	-0.010
622.0	-0.006
622.5	0.000
623.0	-0.003
623.5	-0.013
624.0	-0.021
624.5	-0.024
625.0	-0.026
625.5	-0.025
626.0	-0.031
626.5	-0.032
627.0	-0.029
627.5	-0.024
628.0	-0.025
628.5	-0.030
629.0	-0.026
629.5	-0.021
630.0	-0.008
630.5	-0.001
631.0	0.004
631.5	0.012
632.0	0.014
632.5	0.012
633.0	0.007
633.5	0.003
634.0	0.004
634.5	-0.001
635.0	-0.002
635.5	-0.012
636.0	-0.022
636.5	-0.027
637.0	-0.035
637.5	-0.039
638.0	-0.043
638.5	-0.040
639.0	-0.043
639.5	-0.046
640.0	-0.047
640.5	-0.045
641.0	-0.037
641.5	-0.030
642.0	-0.024
642.5	-0.016
643.0	-0.010
643.5	-0.006
644.0	-0.009
644.5	-0.016
645.0	-0.017
645.5	-0.017
646.0	-0.007
646.5	-0.001
647.0	0.002
647.5	0.007
648.0	0.017
648.5	0.020
649.0	0.015
649.5	0.007
650.0	0.009
650.5	0.010
651.0	0.018
651.5	0.024
652.0	0.028
652.5	0.035
653.0	0.042
653.5	0.039
654.0	0.035
654.5	0.034
655.0	0.038
655.5	0.036
656.0	0.023
656.5	0.015
657.0	0.011
657.5	0.006
658.0	0.008
658.5	0.004
659.0	0.007
659.5	0.008
660.0	0.007
660.5	0.001
661.0	-0.011
661.5	-0.024
662.0	-0.032
662.5	-0.034
663.0	-0.027
663.5	-0.024
664.0	-0.012
664.5	-0.003
665.0	0.002
665.5	0.002
666.0	-0.006
666.5	-0.013
667.0	-0.015
667.5	-0.010
668.0	-0.012
668.5	-0.016
669.0	-0.017
669.5	-0.018
670.0	-0.022
670.5	-0.029
671.0	-0.035
671.5	-0.037
672.0	-0.039
672.5	-0.035
673.0	-0.031
673.5	-0.028
674.0	-0.023
674.5	-0.015
675.0	-0.010
675.5	-0.008
676.0	-0.011
676.5	-0.015
677.0	-0.021
677.5	-0.023
678.0	-0.021
678.5	-0.024
679.0	-0.023
679.5	-0.028
680.0	-0.029
680.5	-0.031
681.0	-0.027
681.5	-0.016
682.0	-0.003
682.5	0.004
683.0	0.007
683.5	0.004
684.0	0.005
684.5	-0.004
685.0	-0.006
685.5	-0.009
686.0	-0.009
686.5	-0.002
687.0	0.005
687.5	0.004
688.0	0.002
688.5	0.002
689.0	-0.005
689.5	-0.017
690.0	-0.022
690.5	-0.030
691.0	-0.035
691.5	-0.026
692.0	-0.018
692.5	-0.010
693.0	-0.005
693.5	-0.001
694.0	-0.001
694.5	-0.001
695.0	-0.002
695.5	-0.008
696.0	-0.016
696.5	-0.020
697.0	-0.020
697.5	-0.019
698.0	-0.022
698.5	-0.025
699.0	-0.029
699.5	-0.027
700.0	-0.034
700.5	-0.038
701.0	-0.038
701.5	-0.025
702.0	-0.003
702.5	0.017
703.0	0.021
703.5	0.018
704.0	0.006
704.5	0.001
705.0	-0.011
705.5	-0.024
706.0	-0.033
