Accession	Title	BioProject	BioSample	Status	Release Date	Created	Updated	Submission	SRA.filename
SRR37001083	045_fourU_A8C_42c_b_3_p	PRJNA1400640	SAMN54919359	ToBeReleased	2027-02-01	2026-01-27T14:05:38Z	2026-01-27T14:13:58Z	SUB15970044	045_fourU_A8C_42c_b_3_p_S45_R1_001.fastq.gz, 045_fourU_A8C_42c_b_3_p_S45_R2_001.fastq.gz
SRR37001081	047_fourU_A8C_42c_b_5_p	PRJNA1400640	SAMN54919361	ToBeReleased	2027-02-01	2026-01-27T14:05:38Z	2026-01-27T14:12:33Z	SUB15970044	047_fourU_A8C_42c_b_5_p_S47_R1_001.fastq.gz, 047_fourU_A8C_42c_b_5_p_S47_R2_001.fastq.gz
SRR37001082	046_fourU_A8C_42c_b_4_p	PRJNA1400640	SAMN54919360	ToBeReleased	2027-02-01	2026-01-27T14:05:38Z	2026-01-27T14:12:12Z	SUB15970044	046_fourU_A8C_42c_b_4_p_S46_R1_001.fastq.gz, 046_fourU_A8C_42c_b_4_p_S46_R2_001.fastq.gz
SRR37000871	040_fourU_A8C_20c_b_4_p	PRJNA1400640	SAMN54919353	ToBeReleased	2027-02-01	2026-01-27T14:04:27Z	2026-01-27T14:09:08Z	SUB15970041	040_fourU_A8C_20c_b_4_p_S40_R1_001.fastq.gz, 040_fourU_A8C_20c_b_4_p_S40_R2_001.fastq.gz
SRR37000873	038_fourU_A8C_20c_b_2_p	PRJNA1400640	SAMN54919351	ToBeReleased	2027-02-01	2026-01-27T14:04:27Z	2026-01-27T14:08:54Z	SUB15970041	038_fourU_A8C_20c_b_2_p_S38_R1_001.fastq.gz, 038_fourU_A8C_20c_b_2_p_S38_R2_001.fastq.gz
SRR37000864	034_fourU_A8C_42c_a_4_p	PRJNA1400640	SAMN54919346	ToBeReleased	2027-02-01	2026-01-27T14:03:27Z	2026-01-27T14:08:41Z	SUB15970036	034_fourU_A8C_42c_a_4_p_S34_R1_001.fastq.gz, 034_fourU_A8C_42c_a_4_p_S34_R2_001.fastq.gz
SRR37000874	037_fourU_A8C_20c_b_1_p	PRJNA1400640	SAMN54919350	ToBeReleased	2027-02-01	2026-01-27T14:04:27Z	2026-01-27T14:08:39Z	SUB15970041	037_fourU_A8C_20c_b_1_p_S37_R1_001.fastq.gz, 037_fourU_A8C_20c_b_1_p_S37_R2_001.fastq.gz
SRR37000872	039_fourU_A8C_20c_b_3_p	PRJNA1400640	SAMN54919352	ToBeReleased	2027-02-01	2026-01-27T14:04:27Z	2026-01-27T14:08:27Z	SUB15970041	039_fourU_A8C_20c_b_3_p_S39_R1_001.fastq.gz, 039_fourU_A8C_20c_b_3_p_S39_R2_001.fastq.gz
SRR37000865	033_fourU_A8C_42c_a_3_p	PRJNA1400640	SAMN54919345	ToBeReleased	2027-02-01	2026-01-27T14:03:27Z	2026-01-27T14:08:26Z	SUB15970036	033_fourU_A8C_42c_a_3_p_S33_R1_001.fastq.gz, 033_fourU_A8C_42c_a_3_p_S33_R2_001.fastq.gz
SRR37000870	041_fourU_A8C_20c_b_5_p	PRJNA1400640	SAMN54919354	ToBeReleased	2027-02-01	2026-01-27T14:04:27Z	2026-01-27T14:08:15Z	SUB15970041	041_fourU_A8C_20c_b_5_p_S41_R1_001.fastq.gz, 041_fourU_A8C_20c_b_5_p_S41_R2_001.fastq.gz
SRR37000868	070_fourU_A8C20c_b_6_m	PRJNA1400640	SAMN54919356	ToBeReleased	2027-02-01	2026-01-27T14:04:27Z	2026-01-27T14:08:15Z	SUB15970041	070_fourU_A8C20c_b_6_m_S166_R1_001.fastq.gz, 070_fourU_A8C20c_b_6_m_S166_R2_001.fastq.gz
SRR37000869	067_fourU_A8C20c_b_2_p	PRJNA1400640	SAMN54919355	ToBeReleased	2027-02-01	2026-01-27T14:04:27Z	2026-01-27T14:08:15Z	SUB15970041	067_fourU_A8C20c_b_2_p_S163_R1_001.fastq.gz, 067_fourU_A8C20c_b_2_p_S163_R2_001.fastq.gz
SRR37000866	032_fourU_A8C_42c_a_2_p	PRJNA1400640	SAMN54919344	ToBeReleased	2027-02-01	2026-01-27T14:03:27Z	2026-01-27T14:08:07Z	SUB15970036	032_fourU_A8C_42c_a_2_p_S32_R1_001.fastq.gz, 032_fourU_A8C_42c_a_2_p_S32_R2_001.fastq.gz
SRR37000862	036_fourU_A8C_42c_a_6_p	PRJNA1400640	SAMN54919348	ToBeReleased	2027-02-01	2026-01-27T14:03:27Z	2026-01-27T14:08:00Z	SUB15970036	036_fourU_A8C_42c_a_6_p_S36_R1_001.fastq.gz, 036_fourU_A8C_42c_a_6_p_S36_R2_001.fastq.gz
SRR37000863	035_fourU_A8C_42c_a_5_p	PRJNA1400640	SAMN54919347	ToBeReleased	2027-02-01	2026-01-27T14:03:27Z	2026-01-27T14:07:52Z	SUB15970036	035_fourU_A8C_42c_a_5_p_S35_R1_001.fastq.gz, 035_fourU_A8C_42c_a_5_p_S35_R2_001.fastq.gz
SRR37000861	063_fourU_A8C42c_a_6_m	PRJNA1400640	SAMN54919349	ToBeReleased	2027-02-01	2026-01-27T14:03:27Z	2026-01-27T14:07:49Z	SUB15970036	063_fourU_A8C42c_a_6_m_S159_R1_001.fastq.gz, 063_fourU_A8C42c_a_6_m_S159_R2_001.fastq.gz
SRR37000867	031_fourU_A8C_42c_a_1_p	PRJNA1400640	SAMN54919343	ToBeReleased	2027-02-01	2026-01-27T14:03:27Z	2026-01-27T14:07:46Z	SUB15970036	031_fourU_A8C_42c_a_1_p_S31_R1_001.fastq.gz, 031_fourU_A8C_42c_a_1_p_S31_R2_001.fastq.gz
SRR37000856	029_fourU_A8C_20c_a_5_p	PRJNA1400640	SAMN54919332	ToBeReleased	2027-02-01	2026-01-27T14:00:27Z	2026-01-27T14:07:41Z	SUB15970023	029_fourU_A8C_20c_a_5_p_S29_R1_001.fastq.gz, 029_fourU_A8C_20c_a_5_p_S29_R2_001.fastq.gz
SRR37000858	027_fourU_A8C_20c_a_3_p	PRJNA1400640	SAMN54919330	ToBeReleased	2027-02-01	2026-01-27T14:00:27Z	2026-01-27T14:05:53Z	SUB15970023	027_fourU_A8C_20c_a_3_p_S27_R1_001.fastq.gz, 027_fourU_A8C_20c_a_3_p_S27_R2_001.fastq.gz
SRR37000860	025_fourU_A8C_20c_a_1_p	PRJNA1400640	SAMN54919328	ToBeReleased	2027-02-01	2026-01-27T14:00:27Z	2026-01-27T14:05:35Z	SUB15970023	025_fourU_A8C_20c_a_1_p_S25_R1_001.fastq.gz, 025_fourU_A8C_20c_a_1_p_S25_R2_001.fastq.gz
SRR37000859	026_fourU_A8C_20c_a_2_p	PRJNA1400640	SAMN54919329	ToBeReleased	2027-02-01	2026-01-27T14:00:27Z	2026-01-27T14:05:12Z	SUB15970023	026_fourU_A8C_20c_a_2_p_S26_R1_001.fastq.gz, 026_fourU_A8C_20c_a_2_p_S26_R2_001.fastq.gz
SRR37000857	028_fourU_A8C_20c_a_4_p	PRJNA1400640	SAMN54919331	ToBeReleased	2027-02-01	2026-01-27T14:00:27Z	2026-01-27T14:04:52Z	SUB15970023	028_fourU_A8C_20c_a_4_p_S28_R1_001.fastq.gz, 028_fourU_A8C_20c_a_4_p_S28_R2_001.fastq.gz
SRR37000855	061_fourU_A8C20c_a_2_p	PRJNA1400640	SAMN54919333	ToBeReleased	2027-02-01	2026-01-27T14:00:27Z	2026-01-27T14:04:33Z	SUB15970023	061_fourU_A8C20c_a_2_p_S157_R1_001.fastq.gz, 061_fourU_A8C20c_a_2_p_S157_R2_001.fastq.gz
SRR37000854	064_fourU_A8C20c_a_6_m	PRJNA1400640	SAMN54919334	ToBeReleased	2027-02-01	2026-01-27T14:00:27Z	2026-01-27T14:04:11Z	SUB15970023	064_fourU_A8C20c_a_6_m_S160_R1_001.fastq.gz, 064_fourU_A8C20c_a_6_m_S160_R2_001.fastq.gz
SRR37000777	021_fourU_A8C_40c_b_3_p	PRJNA1400640	SAMN54919322	ToBeReleased	2027-02-01	2026-01-27T13:47:27Z	2026-01-27T13:53:49Z	SUB15970020	021_fourU_A8C_40c_b_3_p_S21_R1_001.fastq.gz, 021_fourU_A8C_40c_b_3_p_S21_R2_001.fastq.gz
SRR37000773	057_fourU_A8C40c_b_6_m	PRJNA1400640	SAMN54919326	ToBeReleased	2027-02-01	2026-01-27T13:47:26Z	2026-01-27T13:53:09Z	SUB15970020	057_fourU_A8C40c_b_6_m_S153_R1_001.fastq.gz, 057_fourU_A8C40c_b_6_m_S153_R2_001.fastq.gz
SRR37000775	023_fourU_A8C_40c_b_5_p	PRJNA1400640	SAMN54919324	ToBeReleased	2027-02-01	2026-01-27T13:47:26Z	2026-01-27T13:53:06Z	SUB15970020	023_fourU_A8C_40c_b_5_p_S23_R1_001.fastq.gz, 023_fourU_A8C_40c_b_5_p_S23_R2_001.fastq.gz
SRR37000774	024_fourU_A8C_40c_b_6_p	PRJNA1400640	SAMN54919325	ToBeReleased	2027-02-01	2026-01-27T13:47:26Z	2026-01-27T13:53:05Z	SUB15970020	024_fourU_A8C_40c_b_6_p_S24_R1_001.fastq.gz, 024_fourU_A8C_40c_b_6_p_S24_R2_001.fastq.gz
SRR37000779	019_fourU_A8C_40c_b_1_p	PRJNA1400640	SAMN54919320	ToBeReleased	2027-02-01	2026-01-27T13:47:27Z	2026-01-27T13:53:04Z	SUB15970020	019_fourU_A8C_40c_b_1_p_S19_R1_001.fastq.gz, 019_fourU_A8C_40c_b_1_p_S19_R2_001.fastq.gz
SRR37000778	020_fourU_A8C_40c_b_2_p	PRJNA1400640	SAMN54919321	ToBeReleased	2027-02-01	2026-01-27T13:47:27Z	2026-01-27T13:53:03Z	SUB15970020	020_fourU_A8C_40c_b_2_p_S20_R1_001.fastq.gz, 020_fourU_A8C_40c_b_2_p_S20_R2_001.fastq.gz
SRR37000776	022_fourU_A8C_40c_b_4_p	PRJNA1400640	SAMN54919323	ToBeReleased	2027-02-01	2026-01-27T13:47:27Z	2026-01-27T13:53:02Z	SUB15970020	022_fourU_A8C_40c_b_4_p_S22_R1_001.fastq.gz, 022_fourU_A8C_40c_b_4_p_S22_R2_001.fastq.gz
SRR37000562	014_fourU_A8C_15c_b_2_p	PRJNA1400640	SAMN54919250	ToBeReleased	2027-02-01	2026-01-27T13:33:27Z	2026-01-27T13:39:03Z	SUB15969986	014_fourU_A8C_15c_b_2_p_S14_R1_001.fastq.gz, 014_fourU_A8C_15c_b_2_p_S14_R2_001.fastq.gz
SRR37000558	055_fourU_A8C15c_b_2_p	PRJNA1400640	SAMN54919254	ToBeReleased	2027-02-01	2026-01-27T13:33:27Z	2026-01-27T13:38:14Z	SUB15969986	055_fourU_A8C15c_b_2_p_S151_R1_001.fastq.gz, 055_fourU_A8C15c_b_2_p_S151_R2_001.fastq.gz
SRR37000560	016_fourU_A8C_15c_b_4_p	PRJNA1400640	SAMN54919252	ToBeReleased	2027-02-01	2026-01-27T13:33:27Z	2026-01-27T13:37:31Z	SUB15969986	016_fourU_A8C_15c_b_4_p_S16_R1_001.fastq.gz, 016_fourU_A8C_15c_b_4_p_S16_R2_001.fastq.gz
SRR37000561	015_fourU_A8C_15c_b_3_p	PRJNA1400640	SAMN54919251	ToBeReleased	2027-02-01	2026-01-27T13:33:27Z	2026-01-27T13:37:29Z	SUB15969986	015_fourU_A8C_15c_b_3_p_S15_R1_001.fastq.gz, 015_fourU_A8C_15c_b_3_p_S15_R2_001.fastq.gz
SRR37000557	058_fourU_A8C15c_b_6_m	PRJNA1400640	SAMN54919255	ToBeReleased	2027-02-01	2026-01-27T13:33:27Z	2026-01-27T13:37:22Z	SUB15969986	058_fourU_A8C15c_b_6_m_S154_R1_001.fastq.gz, 058_fourU_A8C15c_b_6_m_S154_R2_001.fastq.gz
SRR37000563	013_fourU_A8C_15c_b_1_p	PRJNA1400640	SAMN54919249	ToBeReleased	2027-02-01	2026-01-27T13:33:27Z	2026-01-27T13:37:22Z	SUB15969986	013_fourU_A8C_15c_b_1_p_S13_R1_001.fastq.gz, 013_fourU_A8C_15c_b_1_p_S13_R2_001.fastq.gz
SRR37000559	017_fourU_A8C_15c_b_5_p	PRJNA1400640	SAMN54919253	ToBeReleased	2027-02-01	2026-01-27T13:33:27Z	2026-01-27T13:37:22Z	SUB15969986	017_fourU_A8C_15c_b_5_p_S17_R1_001.fastq.gz, 017_fourU_A8C_15c_b_5_p_S17_R2_001.fastq.gz
SRR36998893	005_fourU_A8C_15c_a_5_p	PRJNA1400640	SAMN54918014	ToBeReleased	2027-02-01	2026-01-27T12:17:28Z	2026-01-27T13:08:58Z	SUB15969842	005_fourU_A8C_15c_a_5_p_S5_R1_001.fastq.gz, 005_fourU_A8C_15c_a_5_p_S5_R2_001.fastq.gz
SRR36998902	009_fourU_A8C_40c_a_3_p	PRJNA1400640	SAMN54918037	ToBeReleased	2027-02-01	2026-01-27T12:19:26Z	2026-01-27T12:30:35Z	SUB15969844	009_fourU_A8C_40c_a_3_p_S9_R1_001.fastq.gz, 009_fourU_A8C_40c_a_3_p_S9_R2_001.fastq.gz
SRR36998904	007_fourU_A8C_40c_a_1_p	PRJNA1400640	SAMN54918035	ToBeReleased	2027-02-01	2026-01-27T12:19:27Z	2026-01-27T12:27:57Z	SUB15969844	007_fourU_A8C_40c_a_1_p_S7_R1_001.fastq.gz, 007_fourU_A8C_40c_a_1_p_S7_R2_001.fastq.gz
SRR36998901	010_fourU_A8C_40c_a_4_p	PRJNA1400640	SAMN54918038	ToBeReleased	2027-02-01	2026-01-27T12:19:26Z	2026-01-27T12:27:34Z	SUB15969844	010_fourU_A8C_40c_a_4_p_S10_R1_001.fastq.gz, 010_fourU_A8C_40c_a_4_p_S10_R2_001.fastq.gz
SRR36998900	011_fourU_A8C_40c_a_5_p	PRJNA1400640	SAMN54918039	ToBeReleased	2027-02-01	2026-01-27T12:19:26Z	2026-01-27T12:27:29Z	SUB15969844	011_fourU_A8C_40c_a_5_p_S11_R1_001.fastq.gz, 011_fourU_A8C_40c_a_5_p_S11_R2_001.fastq.gz
SRR36998903	008_fourU_A8C_40c_a_2_p	PRJNA1400640	SAMN54918036	ToBeReleased	2027-02-01	2026-01-27T12:19:27Z	2026-01-27T12:26:35Z	SUB15969844	008_fourU_A8C_40c_a_2_p_S8_R1_001.fastq.gz, 008_fourU_A8C_40c_a_2_p_S8_R2_001.fastq.gz
SRR36998891	052_fourU_A8C15c_a_6_m	PRJNA1400640	SAMN54918016	ToBeReleased	2027-02-01	2026-01-27T12:17:28Z	2026-01-27T12:26:05Z	SUB15969842	052_fourU_A8C15c_a_6_m_S148_R1_001.fastq.gz, 052_fourU_A8C15c_a_6_m_S148_R2_001.fastq.gz
SRR36998899	012_fourU_A8C_40c_a_6_p	PRJNA1400640	SAMN54918040	ToBeReleased	2027-02-01	2026-01-27T12:19:26Z	2026-01-27T12:25:55Z	SUB15969844	012_fourU_A8C_40c_a_6_p_S12_R1_001.fastq.gz, 012_fourU_A8C_40c_a_6_p_S12_R2_001.fastq.gz
SRR36998892	049_fourU_A8C15c_a_2_p	PRJNA1400640	SAMN54918015	ToBeReleased	2027-02-01	2026-01-27T12:17:28Z	2026-01-27T12:25:07Z	SUB15969842	049_fourU_A8C15c_a_2_p_S145_R1_001.fastq.gz, 049_fourU_A8C15c_a_2_p_S145_R2_001.fastq.gz
SRR36998898	051_fourU_A8C40c_a_6_m	PRJNA1400640	SAMN54918041	ToBeReleased	2027-02-01	2026-01-27T12:19:26Z	2026-01-27T12:25:06Z	SUB15969844	051_fourU_A8C40c_a_6_m_S147_R1_001.fastq.gz, 051_fourU_A8C40c_a_6_m_S147_R2_001.fastq.gz
SRR36998894	004_fourU_A8C_15c_a_4_p	PRJNA1400640	SAMN54918013	ToBeReleased	2027-02-01	2026-01-27T12:17:28Z	2026-01-27T12:25:06Z	SUB15969842	004_fourU_A8C_15c_a_4_p_S4_R1_001.fastq.gz, 004_fourU_A8C_15c_a_4_p_S4_R2_001.fastq.gz
SRR36998896	002_fourU_A8C_15c_a_2_p	PRJNA1400640	SAMN54918011	ToBeReleased	2027-02-01	2026-01-27T12:17:28Z	2026-01-27T12:24:17Z	SUB15969842	002_fourU_A8C_15c_a_2_p_S2_R1_001.fastq.gz, 002_fourU_A8C_15c_a_2_p_S2_R2_001.fastq.gz
SRR36998897	001_fourU_A8C_15c_a_1_p	PRJNA1400640	SAMN54918010	ToBeReleased	2027-02-01	2026-01-27T12:17:28Z	2026-01-27T12:23:21Z	SUB15969842	001_fourU_A8C_15c_a_1_p_S1_R1_001.fastq.gz, 001_fourU_A8C_15c_a_1_p_S1_R2_001.fastq.gz
SRR36998895	003_fourU_A8C_15c_a_3_p	PRJNA1400640	SAMN54918012	ToBeReleased	2027-02-01	2026-01-27T12:17:28Z	2026-01-27T12:23:18Z	SUB15969842	003_fourU_A8C_15c_a_3_p_S3_R1_001.fastq.gz, 003_fourU_A8C_15c_a_3_p_S3_R2_001.fastq.gz
SRR36998836	095-fourU-WT-33c-b-5-p	PRJNA1400640	SAMN54917871	ToBeReleased	2027-02-01	2026-01-27T12:15:26Z	2026-01-27T12:20:27Z	SUB15969837	095-fourU-WT-33c-b-5-p_S95_L001_R1_001.fastq.gz, 095-fourU-WT-33c-b-5-p_S95_L001_R2_001.fastq.gz
SRR36998837	094-fourU-WT-33c-b-4-p	PRJNA1400640	SAMN54917870	ToBeReleased	2027-02-01	2026-01-27T12:15:26Z	2026-01-27T12:19:54Z	SUB15969837	094-fourU-WT-33c-b-4-p_S94_L001_R1_001.fastq.gz, 094-fourU-WT-33c-b-4-p_S94_L001_R2_001.fastq.gz
SRR36998840	091-fourU-WT-33c-b-1-p	PRJNA1400640	SAMN54917867	ToBeReleased	2027-02-01	2026-01-27T12:15:26Z	2026-01-27T12:19:42Z	SUB15969837	091-fourU-WT-33c-b-1-p_S91_L001_R1_001.fastq.gz, 091-fourU-WT-33c-b-1-p_S91_L001_R2_001.fastq.gz
SRR36998838	093-fourU-WT-33c-b-3-p	PRJNA1400640	SAMN54917869	ToBeReleased	2027-02-01	2026-01-27T12:15:26Z	2026-01-27T12:19:29Z	SUB15969837	093-fourU-WT-33c-b-3-p_S93_L001_R1_001.fastq.gz, 093-fourU-WT-33c-b-3-p_S93_L001_R2_001.fastq.gz
SRR36998825	083_fourU_WT30c_b_6_m	PRJNA1400640	SAMN54917820	ToBeReleased	2027-02-01	2026-01-27T12:13:28Z	2026-01-27T12:19:29Z	SUB15969824	083_fourU_WT30c_b_6_m_S179_R1_001.fastq.gz, 083_fourU_WT30c_b_6_m_S179_R2_001.fastq.gz
SRR36998839	092-fourU-WT-33c-b-2-p	PRJNA1400640	SAMN54917868	ToBeReleased	2027-02-01	2026-01-27T12:15:26Z	2026-01-27T12:19:17Z	SUB15969837	092-fourU-WT-33c-b-2-p_S92_L001_R1_001.fastq.gz, 092-fourU-WT-33c-b-2-p_S92_L001_R2_001.fastq.gz
SRR36998831	089_fourU_WT33c_a_6_m	PRJNA1400640	SAMN54917860	ToBeReleased	2027-02-01	2026-01-27T12:13:29Z	2026-01-27T12:18:51Z	SUB15969827	089_fourU_WT33c_a_6_m_S185_R1_001.fastq.gz, 089_fourU_WT33c_a_6_m_S185_R2_001.fastq.gz
SRR36998771	077_fourU_WT30c_a_6_m	PRJNA1400640	SAMN54917749	ToBeReleased	2027-02-01	2026-01-27T12:10:27Z	2026-01-27T12:17:20Z	SUB15969822	077_fourU_WT30c_a_6_m_S173_R1_001.fastq.gz, 077_fourU_WT30c_a_6_m_S173_R2_001.fastq.gz
SRR36998818	071_fourU_WT15c_b_6_m	PRJNA1400640	SAMN54917853	ToBeReleased	2027-02-01	2026-01-27T12:13:27Z	2026-01-27T12:17:14Z	SUB15969804	071_fourU_WT15c_b_6_m_S167_R1_001.fastq.gz, 071_fourU_WT15c_b_6_m_S167_R2_001.fastq.gz
SRR36998834	086-fourU-WT-33c-a-2-p	PRJNA1400640	SAMN54917857	ToBeReleased	2027-02-01	2026-01-27T12:13:29Z	2026-01-27T12:16:58Z	SUB15969827	086-fourU-WT-33c-a-2-p_S86_L001_R1_001.fastq.gz, 086-fourU-WT-33c-a-2-p_S86_L001_R2_001.fastq.gz
SRR36998820	070-fourU-WT-15c-b-4-p	PRJNA1400640	SAMN54917851	ToBeReleased	2027-02-01	2026-01-27T12:13:27Z	2026-01-27T12:16:56Z	SUB15969804	070-fourU-WT-15c-b-4-p_S70_L001_R1_001.fastq.gz, 070-fourU-WT-15c-b-4-p_S70_L001_R2_001.fastq.gz
SRR36998830	079-fourU-WT-30c-b-1-p	PRJNA1400640	SAMN54917815	ToBeReleased	2027-02-01	2026-01-27T12:13:29Z	2026-01-27T12:16:50Z	SUB15969824	079-fourU-WT-30c-b-1-p_S79_L001_R1_001.fastq.gz, 079-fourU-WT-30c-b-1-p_S79_L001_R2_001.fastq.gz
SRR36998835	085-fourU-WT-33c-a-1-p	PRJNA1400640	SAMN54917856	ToBeReleased	2027-02-01	2026-01-27T12:13:29Z	2026-01-27T12:16:24Z	SUB15969827	085-fourU-WT-33c-a-1-p_S85_L001_R1_001.fastq.gz, 085-fourU-WT-33c-a-1-p_S85_L001_R2_001.fastq.gz
SRR36998821	069-fourU-WT-15c-b-3-p	PRJNA1400640	SAMN54917850	ToBeReleased	2027-02-01	2026-01-27T12:13:27Z	2026-01-27T12:16:24Z	SUB15969804	069-fourU-WT-15c-b-3-p_S69_L001_R1_001.fastq.gz, 069-fourU-WT-15c-b-3-p_S69_L001_R2_001.fastq.gz
SRR36998826	083-fourU-WT-30c-b-5-p	PRJNA1400640	SAMN54917819	ToBeReleased	2027-02-01	2026-01-27T12:13:28Z	2026-01-27T12:16:22Z	SUB15969824	083-fourU-WT-30c-b-5-p_S83_L001_R1_001.fastq.gz, 083-fourU-WT-30c-b-5-p_S83_L001_R2_001.fastq.gz
SRR36998827	082-fourU-WT-30c-b-4-p	PRJNA1400640	SAMN54917818	ToBeReleased	2027-02-01	2026-01-27T12:13:28Z	2026-01-27T12:16:19Z	SUB15969824	082-fourU-WT-30c-b-4-p_S82_L001_R1_001.fastq.gz, 082-fourU-WT-30c-b-4-p_S82_L001_R2_001.fastq.gz
SRR36998822	068-fourU-WT-15c-b-2-p	PRJNA1400640	SAMN54917849	ToBeReleased	2027-02-01	2026-01-27T12:13:27Z	2026-01-27T12:16:17Z	SUB15969804	068-fourU-WT-15c-b-2-p_S68_L001_R1_001.fastq.gz, 068-fourU-WT-15c-b-2-p_S68_L001_R2_001.fastq.gz
SRR36998817	072-fourU-WT-15c-b-6-p	PRJNA1400640	SAMN54917854	ToBeReleased	2027-02-01	2026-01-27T12:13:27Z	2026-01-27T12:16:15Z	SUB15969804	072-fourU-WT-15c-b-6-p_S72_L001_R1_001.fastq.gz, 072-fourU-WT-15c-b-6-p_S72_L001_R2_001.fastq.gz
SRR36998833	088-fourU-WT-33c-a-4-p	PRJNA1400640	SAMN54917858	ToBeReleased	2027-02-01	2026-01-27T12:13:29Z	2026-01-27T12:16:15Z	SUB15969827	088-fourU-WT-33c-a-4-p_S88_L001_R1_001.fastq.gz, 088-fourU-WT-33c-a-4-p_S88_L001_R2_001.fastq.gz
SRR36998829	080-fourU-WT-30c-b-2-p	PRJNA1400640	SAMN54917816	ToBeReleased	2027-02-01	2026-01-27T12:13:28Z	2026-01-27T12:16:13Z	SUB15969824	080-fourU-WT-30c-b-2-p_S80_L001_R1_001.fastq.gz, 080-fourU-WT-30c-b-2-p_S80_L001_R2_001.fastq.gz
SRR36998776	073-fourU-WT-30c-a-1-p	PRJNA1400640	SAMN54917744	ToBeReleased	2027-02-01	2026-01-27T12:10:27Z	2026-01-27T12:16:13Z	SUB15969822	073-fourU-WT-30c-a-1-p_S73_L001_R1_001.fastq.gz, 073-fourU-WT-30c-a-1-p_S73_L001_R2_001.fastq.gz
SRR36998824	084-fourU-WT-30c-b-6-p	PRJNA1400640	SAMN54917821	ToBeReleased	2027-02-01	2026-01-27T12:13:28Z	2026-01-27T12:16:12Z	SUB15969824	084-fourU-WT-30c-b-6-p_S84_L001_R1_001.fastq.gz, 084-fourU-WT-30c-b-6-p_S84_L001_R2_001.fastq.gz
SRR36998819	071-fourU-WT-15c-b-5-p	PRJNA1400640	SAMN54917852	ToBeReleased	2027-02-01	2026-01-27T12:13:27Z	2026-01-27T12:16:10Z	SUB15969804	071-fourU-WT-15c-b-5-p_S71_L001_R1_001.fastq.gz, 071-fourU-WT-15c-b-5-p_S71_L001_R2_001.fastq.gz
SRR36998832	089-fourU-WT-33c-a-5-p	PRJNA1400640	SAMN54917859	ToBeReleased	2027-02-01	2026-01-27T12:13:29Z	2026-01-27T12:16:06Z	SUB15969827	089-fourU-WT-33c-a-5-p_S89_L001_R1_001.fastq.gz, 089-fourU-WT-33c-a-5-p_S89_L001_R2_001.fastq.gz
SRR36998828	081-fourU-WT-30c-b-3-p	PRJNA1400640	SAMN54917817	ToBeReleased	2027-02-01	2026-01-27T12:13:28Z	2026-01-27T12:16:03Z	SUB15969824	081-fourU-WT-30c-b-3-p_S81_L001_R1_001.fastq.gz, 081-fourU-WT-30c-b-3-p_S81_L001_R2_001.fastq.gz
SRR36998823	067-fourU-WT-15c-b-1-p	PRJNA1400640	SAMN54917848	ToBeReleased	2027-02-01	2026-01-27T12:13:27Z	2026-01-27T12:16:02Z	SUB15969804	067-fourU-WT-15c-b-1-p_S67_L001_R1_001.fastq.gz, 067-fourU-WT-15c-b-1-p_S67_L001_R2_001.fastq.gz
SRR36998772	077-fourU-WT-30c-a-5-p	PRJNA1400640	SAMN54917748	ToBeReleased	2027-02-01	2026-01-27T12:10:27Z	2026-01-27T12:15:48Z	SUB15969822	077-fourU-WT-30c-a-5-p_S77_L001_R1_001.fastq.gz, 077-fourU-WT-30c-a-5-p_S77_L001_R2_001.fastq.gz
SRR36998770	078-fourU-WT-30c-a-6-p	PRJNA1400640	SAMN54917750	ToBeReleased	2027-02-01	2026-01-27T12:10:27Z	2026-01-27T12:15:40Z	SUB15969822	078-fourU-WT-30c-a-6-p_S78_L001_R1_001.fastq.gz, 078-fourU-WT-30c-a-6-p_S78_L001_R2_001.fastq.gz
SRR36998775	074-fourU-WT-30c-a-2-p	PRJNA1400640	SAMN54917745	ToBeReleased	2027-02-01	2026-01-27T12:10:27Z	2026-01-27T12:15:38Z	SUB15969822	074-fourU-WT-30c-a-2-p_S74_L001_R1_001.fastq.gz, 074-fourU-WT-30c-a-2-p_S74_L001_R2_001.fastq.gz
SRR36998774	075-fourU-WT-30c-a-3-p	PRJNA1400640	SAMN54917746	ToBeReleased	2027-02-01	2026-01-27T12:10:27Z	2026-01-27T12:15:26Z	SUB15969822	075-fourU-WT-30c-a-3-p_S75_L001_R1_001.fastq.gz, 075-fourU-WT-30c-a-3-p_S75_L001_R2_001.fastq.gz
SRR36998773	076-fourU-WT-30c-a-4-p	PRJNA1400640	SAMN54917747	ToBeReleased	2027-02-01	2026-01-27T12:10:27Z	2026-01-27T12:15:25Z	SUB15969822	076-fourU-WT-30c-a-4-p_S76_L001_R1_001.fastq.gz, 076-fourU-WT-30c-a-4-p_S76_L001_R2_001.fastq.gz
SRR36998609	065_fourU_WT15c_a_6_m	PRJNA1400640	SAMN54917560	ToBeReleased	2027-02-01	2026-01-27T11:58:27Z	2026-01-27T12:03:42Z	SUB15969778	065_fourU_WT15c_a_6_m_S161_R1_001.fastq.gz, 065_fourU_WT15c_a_6_m_S161_R2_001.fastq.gz
